date,campaign_id,campaign_name,channel,ad_group,impressions,clicks,spend,revenue,country,device,ctr,cpc,roas,campaign_id_norm,campaign_key
2023-03-07,C1028,Camp_13,LinkedIn,AG_14,18327,1240,1251.2,45.19,IN,Mobile,0.0677,1.009,0.0361,C1028,27
2023-12-04,C1005,Camp_5,Instagram,AG_10,8780,60,766.97,1785.15,IN,Mobile,0.0068,12.7828,2.3275,C1005,4
2023-09-01,C1015,Camp_15,Facebook,AG_9,19460,938,415.35,4630.97,BR,Tablet,0.0482,0.4428,11.1496,C1015,16
2023-10-09,C1018,Camp_3,LinkedIn,AG_2,18443,1639,247.17,1143.38,GB,Mobile,0.0889,0.1508,4.6259,C1018,1
2023-03-26,C1016,Camp_1,Facebook,AG_18,5859,4120,1231.95,3171.82,IN,Mobile,0.7032,0.299,2.5746,C1016,21
2023-05-16,C1012,Camp_12,LinkedIn,AG_19,2485,1062,1550.39,1110.38,DE,Tablet,0.4274,1.4599,0.7162,C1012,29
2023-09-28,C1011,Camp_11,Twitter,AG_29,11211,4226,1289.59,1608.35,BR,Desktop,0.377,0.3052,1.2472,C1011,24
2023-11-07,C1018,Camp_3,Instagram,AG_24,4836,3569,1062.95,4240.21,US,Tablet,0.738,0.2978,3.9891,C1018,1
2023-08-05,C1025,Camp_10,Google,AG_30,1902,1252,88.69,3644.31,DE,Desktop,0.6583,0.0708,41.0904,C1025,28
2023-04-19,C1018,Camp_3,LinkedIn,AG_6,8255,4203,1937.14,477.0,IN,Tablet,0.5091,0.4609,0.2462,C1018,1
2023-10-04,C1013,Camp_13,Facebook,AG_21,8220,171,1598.43,2143.51,US,Mobile,0.0208,9.3475,1.341,C1013,19
2023-12-20,C1015,Camp_15,Instagram,AG_22,6716,1458,589.18,145.85,DE,Tablet,0.2171,0.4041,0.2475,C1015,16
2023-04-13,C1030,Camp_15,Google,AG_14,14357,3549,1960.04,2404.45,IN,Mobile,0.2472,0.5523,1.2267,C1030,5
2023-06-09,C1011,Camp_11,Facebook,AG_18,14586,4197,1205.75,3312.17,BR,Tablet,0.2877,0.2873,2.747,C1011,24
2023-07-24,C1028,Camp_13,Instagram,AG_16,16746,2322,1166.93,592.51,IN,Desktop,0.1387,0.5026,0.5078,C1028,27
2023-12-10,C1007,Camp_7,Facebook,AG_2,14175,1636,1497.41,1444.42,IN,Desktop,0.1154,0.9153,0.9646,C1007,30
2023-11-29,C1023,Camp_8,Email,AG_12,9308,3115,1624.48,1989.18,GB,Desktop,0.3347,0.5215,1.2245,C1023,18
2023-07-11,C1008,Camp_8,Email,AG_21,16471,4090,1314.67,4597.66,GB,Desktop,0.2483,0.3214,3.4972,C1008,2
2023-08-13,C1019,Camp_4,Instagram,AG_22,11935,3004,260.55,4966.28,GB,Desktop,0.2517,0.0867,19.0608,C1019,15
2023-09-22,C1013,Camp_13,Google,AG_13,13268,329,679.84,224.56,US,Desktop,0.0248,2.0664,0.3303,C1013,19
2023-08-20,C1008,Camp_8,Google,AG_26,2149,1520,1856.53,3805.04,DE,Tablet,0.7073,1.2214,2.0495,C1008,2
2023-03-03,C1028,Camp_13,Facebook,AG_17,5523,4107,453.11,1858.62,US,Mobile,0.7436,0.1103,4.1019,C1028,27
2023-05-07,C1025,Camp_10,Instagram,AG_11,14689,1341,747.47,1962.29,BR,Tablet,0.0913,0.5574,2.6252,C1025,28
2023-04-26,C1014,Camp_14,LinkedIn,AG_23,19592,3663,866.99,3771.32,BR,Tablet,0.187,0.2367,4.3499,C1014,23
2023-02-02,C1002,Camp_2,Email,AG_14,7258,215,881.61,4592.13,US,Tablet,0.0296,4.1005,5.2088,C1002,9
2023-06-23,C1011,Camp_11,Google,AG_14,10348,338,1227.81,4754.64,IN,Mobile,0.0327,3.6326,3.8725,C1011,24
2023-01-11,C1024,Camp_9,Email,AG_5,7500,4062,1886.44,2885.61,FR,Desktop,0.5416,0.4644,1.5297,C1024,14
2023-10-29,C1016,Camp_1,LinkedIn,AG_10,19654,2708,485.18,1785.61,FR,Tablet,0.1378,0.1792,3.6803,C1016,21
2023-10-11,C1023,Camp_8,LinkedIn,AG_13,9974,3152,247.4,3937.75,IN,Tablet,0.316,0.0785,15.9165,C1023,18
2023-04-28,C1030,Camp_15,Twitter,AG_6,15251,1750,398.95,1255.01,FR,Mobile,0.1147,0.228,3.1458,C1030,5
2023-10-29,C1026,Camp_11,Facebook,AG_25,18739,2421,1774.42,2820.37,BR,Tablet,0.1292,0.7329,1.5895,C1026,11
2023-04-23,C1013,Camp_13,Facebook,AG_18,1254,975,1293.39,1792.89,US,Tablet,0.7775,1.3266,1.3862,C1013,19
2023-01-04,C1013,Camp_13,Facebook,AG_16,4599,709,575.38,3283.16,DE,Tablet,0.1542,0.8115,5.7061,C1013,19
2023-02-06,C1022,Camp_7,Instagram,AG_8,6395,3726,1632.81,1201.99,GB,Desktop,0.5826,0.4382,0.7361,C1022,26
2023-12-29,C1026,Camp_11,Google,AG_28,12283,3642,1723.43,957.96,BR,Tablet,0.2965,0.4732,0.5558,C1026,11
2023-11-20,C1027,Camp_12,Google,AG_8,12974,3993,1693.8,4591.2,US,Desktop,0.3078,0.4242,2.7106,C1027,7
2023-01-31,C1021,Camp_6,Twitter,AG_10,18132,488,1838.26,509.02,BR,Tablet,0.0269,3.7669,0.2769,C1021,3
2023-04-28,C1005,Camp_5,Email,AG_28,5639,46,508.22,2529.79,BR,Desktop,0.0082,11.0483,4.9777,C1005,4
2023-02-04,C1016,Camp_1,Twitter,AG_23,9737,3359,1511.31,1104.26,US,Mobile,0.345,0.4499,0.7307,C1016,21
2023-01-17,C1002,Camp_2,Twitter,AG_5,15686,4873,923.78,194.65,DE,Tablet,0.3107,0.1896,0.2107,C1002,9
2023-06-19,C1005,Camp_5,LinkedIn,AG_26,2657,1039,1684.79,180.09,FR,Tablet,0.391,1.6215,0.1069,C1005,4
2023-02-06,C1017,Camp_2,Facebook,AG_15,5692,4806,1458.34,876.11,BR,Mobile,0.8443,0.3034,0.6008,C1017,20
2023-09-21,C1019,Camp_4,Instagram,AG_30,16582,400,1554.01,4333.85,DE,Desktop,0.0241,3.885,2.7888,C1019,15
2023-05-02,C1011,Camp_11,Google,AG_2,2300,1817,1314.04,1412.39,US,Mobile,0.79,0.7232,1.0748,C1011,24
2023-05-23,C1028,Camp_13,Instagram,AG_18,14272,3157,358.97,4752.3,IN,Desktop,0.2212,0.1137,13.2387,C1028,27
2023-12-09,C1004,Camp_4,Facebook,AG_14,3061,249,1092.33,2908.11,IN,Mobile,0.0813,4.3869,2.6623,C1004,17
2023-09-06,C1028,Camp_13,Facebook,AG_14,14307,390,1969.42,2183.07,US,Tablet,0.0273,5.0498,1.1085,C1028,27
2023-04-20,C1028,Camp_13,Google,AG_18,12069,3853,1875.09,2900.44,IN,Desktop,0.3192,0.4867,1.5468,C1028,27
2023-10-04,C1015,Camp_15,LinkedIn,AG_17,2969,334,91.13,2583.49,FR,Tablet,0.1125,0.2728,28.3495,C1015,16
2023-03-09,C1004,Camp_4,Email,AG_5,17440,628,333.81,3793.88,BR,Tablet,0.036,0.5315,11.3654,C1004,17
2023-10-20,C1017,Camp_2,Twitter,AG_13,14092,4232,267.8,1412.48,DE,Mobile,0.3003,0.0633,5.2744,C1017,20
2023-10-23,C1030,Camp_15,LinkedIn,AG_8,5799,2930,1453.33,1765.25,GB,Tablet,0.5053,0.496,1.2146,C1030,5
2023-08-31,C1015,Camp_15,Facebook,AG_9,4087,2735,1636.48,4470.47,DE,Desktop,0.6692,0.5983,2.7318,C1015,16
2023-05-05,C1001,Camp_1,Facebook,AG_7,13546,1521,430.96,4732.28,GB,Tablet,0.1123,0.2833,10.9808,C1001,25
2023-08-31,C1024,Camp_9,LinkedIn,AG_11,1318,826,1014.18,4462.79,US,Mobile,0.6267,1.2278,4.4004,C1024,14
2023-07-28,C1005,Camp_5,Twitter,AG_21,4835,4822,1682.2,2097.24,US,Mobile,0.9973,0.3489,1.2467,C1005,4
2023-04-08,C1014,Camp_14,Twitter,AG_3,11396,1500,1466.94,3901.83,GB,Desktop,0.1316,0.978,2.6598,C1014,23
2023-02-18,C1028,Camp_13,Facebook,AG_30,4655,3294,1086.76,2381.68,BR,Mobile,0.7076,0.3299,2.1915,C1028,27
2023-02-19,C1021,Camp_6,Email,AG_15,9246,2419,1182.74,2487.7,IN,Tablet,0.2616,0.4889,2.1033,C1021,3
2023-12-04,C1005,Camp_5,Twitter,AG_28,8150,934,1019.18,1023.4,US,Desktop,0.1146,1.0912,1.0041,C1005,4
2023-08-09,C1003,Camp_3,Twitter,AG_12,12857,3042,598.61,2955.65,FR,Desktop,0.2366,0.1968,4.9375,C1003,8
2023-07-01,C1016,Camp_1,Google,AG_3,19930,4497,1132.22,930.68,FR,Desktop,0.2256,0.2518,0.822,C1016,21
2023-08-05,C1026,Camp_11,Email,AG_18,17529,1466,1379.33,1657.82,FR,Desktop,0.0836,0.9409,1.2019,C1026,11
2023-07-30,C1009,Camp_9,Google,AG_24,6993,3561,1747.28,4275.15,BR,Desktop,0.5092,0.4907,2.4467,C1009,6
2023-08-28,C1011,Camp_11,Instagram,AG_27,18177,614,1274.4,1035.38,FR,Tablet,0.0338,2.0756,0.8124,C1011,24
2023-01-28,C1020,Camp_5,LinkedIn,AG_7,14473,1182,1523.44,355.79,GB,Desktop,0.0817,1.2889,0.2335,C1020,13
2023-12-11,C1023,Camp_8,Facebook,AG_2,14665,3223,324.34,345.04,BR,Desktop,0.2198,0.1006,1.0638,C1023,18
2023-12-01,C1013,Camp_13,Twitter,AG_9,3536,3042,925.81,4703.92,IN,Mobile,0.8603,0.3043,5.0809,C1013,19
2023-11-27,C1021,Camp_6,Instagram,AG_13,8854,2667,23.62,2534.6,BR,Desktop,0.3012,0.0089,107.3074,C1021,3
2023-02-20,C1003,Camp_3,Google,AG_22,10777,130,497.12,2047.06,GB,Mobile,0.0121,3.824,4.1178,C1003,8
2023-02-01,C1028,Camp_13,Twitter,AG_20,5995,2983,1454.29,4054.39,US,Tablet,0.4976,0.4875,2.7879,C1028,27
2023-07-26,C1011,Camp_11,LinkedIn,AG_20,19838,4278,1983.66,4179.13,FR,Tablet,0.2156,0.4637,2.1068,C1011,24
2023-06-23,C1028,Camp_13,Google,AG_2,16709,4459,202.86,1660.96,FR,Tablet,0.2669,0.0455,8.1877,C1028,27
2023-02-25,C1022,Camp_7,Email,AG_28,15736,38,805.98,3468.09,FR,Tablet,0.0024,21.21,4.3029,C1022,26
2023-05-08,C1028,Camp_13,Email,AG_3,7122,3959,1601.14,3855.61,US,Mobile,0.5559,0.4044,2.408,C1028,27
2023-04-09,C1018,Camp_3,Facebook,AG_7,9251,3587,412.05,3273.25,BR,Desktop,0.3877,0.1149,7.9438,C1018,1
2023-04-08,C1013,Camp_13,Twitter,AG_26,5700,920,1112.39,757.98,DE,Mobile,0.1614,1.2091,0.6814,C1013,19
2023-10-02,C1011,Camp_11,Instagram,AG_25,8096,2769,1467.48,4379.42,GB,Tablet,0.342,0.53,2.9843,C1011,24
2023-08-18,C1021,Camp_6,Facebook,AG_19,9107,4111,1233.89,2695.47,BR,Mobile,0.4514,0.3001,2.1845,C1021,3
2023-03-13,C1023,Camp_8,Twitter,AG_24,13046,492,380.11,1412.36,IN,Tablet,0.0377,0.7726,3.7157,C1023,18
2023-08-05,C1029,Camp_14,Twitter,AG_22,4742,1131,713.99,2126.14,US,Desktop,0.2385,0.6313,2.9778,C1029,22
2023-04-04,C1025,Camp_10,Twitter,AG_18,11412,3521,1568.66,187.86,DE,Tablet,0.3085,0.4455,0.1198,C1025,28
2023-05-23,C1016,Camp_1,Twitter,AG_7,7779,310,1110.68,639.33,DE,Desktop,0.0399,3.5828,0.5756,C1016,21
2023-08-25,C1028,Camp_13,Twitter,AG_16,8308,738,15.43,3827.73,IN,Desktop,0.0888,0.0209,248.0706,C1028,27
2023-05-08,C1018,Camp_3,Facebook,AG_7,18689,3241,1523.18,0.06,US,Mobile,0.1734,0.47,0.0,C1018,1
2023-02-08,C1002,Camp_2,LinkedIn,AG_28,10816,545,75.45,2082.83,DE,Mobile,0.0504,0.1384,27.6054,C1002,9
2023-08-15,C1020,Camp_5,LinkedIn,AG_30,17553,2461,1492.74,2612.55,BR,Mobile,0.1402,0.6066,1.7502,C1020,13
2023-10-09,C1003,Camp_3,Facebook,AG_11,3544,250,408.95,273.17,FR,Mobile,0.0705,1.6358,0.668,C1003,8
2023-02-20,C1008,Camp_8,Email,AG_10,10857,4854,1916.36,4865.39,IN,Desktop,0.4471,0.3948,2.5389,C1008,2
2023-01-26,C1021,Camp_6,LinkedIn,AG_30,14534,1804,739.04,1130.63,FR,Desktop,0.1241,0.4097,1.5299,C1021,3
2023-11-30,C1022,Camp_7,Instagram,AG_1,1160,1062,657.23,1520.99,IN,Tablet,0.9155,0.6189,2.3142,C1022,26
2023-10-04,C1030,Camp_15,Instagram,AG_7,18811,813,302.03,1519.71,GB,Desktop,0.0432,0.3715,5.0317,C1030,5
2023-01-08,C1010,Camp_10,Email,AG_30,3520,28,614.68,1152.08,GB,Mobile,0.008,21.9529,1.8743,C1010,12
2023-02-17,C1008,Camp_8,Facebook,AG_7,401,317,1753.92,7.37,US,Desktop,0.7905,5.5329,0.0042,C1008,2
2023-05-02,C1024,Camp_9,Instagram,AG_24,12568,244,1992.69,3646.72,DE,Tablet,0.0194,8.1668,1.83,C1024,14
2023-03-27,C1003,Camp_3,Facebook,AG_4,17090,4843,739.78,4834.23,FR,Mobile,0.2834,0.1528,6.5347,C1003,8
2023-07-28,C1014,Camp_14,Instagram,AG_24,19654,4792,899.98,1121.47,DE,Mobile,0.2438,0.1878,1.2461,C1014,23
2023-09-06,C1004,Camp_4,Google,AG_25,799,271,1445.53,3315.24,GB,Desktop,0.3392,5.3341,2.2934,C1004,17
2023-09-04,C1025,Camp_10,Email,AG_16,290,235,1772.96,3709.48,FR,Desktop,0.8103,7.5445,2.0923,C1025,28
2023-04-20,C1021,Camp_6,Email,AG_30,10592,1262,1188.12,4242.13,BR,Tablet,0.1191,0.9415,3.5705,C1021,3
2023-07-25,C1023,Camp_8,Email,AG_8,17464,2424,786.09,2113.15,US,Mobile,0.1388,0.3243,2.6882,C1023,18
2023-01-31,C1028,Camp_13,Facebook,AG_23,3075,265,828.18,1514.65,DE,Desktop,0.0862,3.1252,1.8289,C1028,27
2023-03-26,C1004,Camp_4,Twitter,AG_20,6202,920,1392.76,1626.48,IN,Tablet,0.1483,1.5139,1.1678,C1004,17
2023-07-14,C1015,Camp_15,Email,AG_23,17668,3430,11.42,3563.11,IN,Mobile,0.1941,0.0033,312.0061,C1015,16
2023-01-02,C1006,Camp_6,Instagram,AG_7,19811,4435,1241.08,4083.9,FR,Mobile,0.2239,0.2798,3.2906,C1006,10
2023-07-19,C1023,Camp_8,Google,AG_13,19878,4484,714.21,908.07,IN,Desktop,0.2256,0.1593,1.2714,C1023,18
2023-05-16,C1010,Camp_10,Facebook,AG_30,1916,576,1589.42,1854.71,IN,Desktop,0.3006,2.7594,1.1669,C1010,12
2023-08-21,C1029,Camp_14,Instagram,AG_8,669,2,190.52,4509.7,GB,Mobile,0.003,95.26,23.6705,C1029,22
2023-05-27,C1001,Camp_1,Twitter,AG_18,5542,3500,1178.46,4033.47,US,Mobile,0.6315,0.3367,3.4227,C1001,25
2023-08-05,C1002,Camp_2,Instagram,AG_11,1995,1165,964.54,4924.29,IN,Tablet,0.584,0.8279,5.1053,C1002,9
2023-12-23,C1011,Camp_11,Email,AG_25,19217,375,1286.44,3771.24,IN,Mobile,0.0195,3.4305,2.9315,C1011,24
2023-10-12,C1026,Camp_11,Google,AG_10,3963,3741,134.38,1965.98,DE,Desktop,0.944,0.0359,14.63,C1026,11
2023-12-05,C1002,Camp_2,Email,AG_13,13013,2033,1162.07,2953.19,FR,Mobile,0.1562,0.5716,2.5413,C1002,9
2023-09-07,C1010,Camp_10,LinkedIn,AG_15,7555,145,1125.16,3305.07,GB,Mobile,0.0192,7.7597,2.9374,C1010,12
2023-03-21,C1012,Camp_12,Email,AG_18,4114,431,1123.52,392.28,BR,Tablet,0.1048,2.6068,0.3492,C1012,29
2023-04-08,C1012,Camp_12,LinkedIn,AG_21,11193,704,1208.96,2722.48,BR,Desktop,0.0629,1.7173,2.2519,C1012,29
2023-06-01,C1014,Camp_14,Email,AG_12,18170,2632,1354.55,3546.6,FR,Tablet,0.1449,0.5146,2.6183,C1014,23
2023-04-22,C1005,Camp_5,Google,AG_10,3109,398,1610.95,836.61,DE,Desktop,0.128,4.0476,0.5193,C1005,4
2023-01-30,C1008,Camp_8,Google,AG_9,16638,963,543.29,3903.16,DE,Desktop,0.0579,0.5642,7.1843,C1008,2
2023-10-24,C1017,Camp_2,Facebook,AG_12,10829,2234,1650.97,2918.86,BR,Desktop,0.2063,0.739,1.768,C1017,20
2023-10-05,C1014,Camp_14,Email,AG_17,1509,60,999.02,4761.11,DE,Desktop,0.0398,16.6503,4.7658,C1014,23
2023-02-01,C1019,Camp_4,LinkedIn,AG_29,12349,4068,158.73,212.11,IN,Desktop,0.3294,0.039,1.3363,C1019,15
2023-06-10,C1022,Camp_7,Facebook,AG_16,884,379,121.81,1326.63,BR,Mobile,0.4287,0.3214,10.891,C1022,26
2023-01-30,C1026,Camp_11,Instagram,AG_15,8196,4805,671.81,3007.77,FR,Mobile,0.5863,0.1398,4.4771,C1026,11
2023-01-26,C1006,Camp_6,Google,AG_4,7660,806,1570.87,1482.8,FR,Tablet,0.1052,1.949,0.9439,C1006,10
2023-10-27,C1006,Camp_6,Facebook,AG_26,12633,1463,1416.82,3572.12,FR,Mobile,0.1158,0.9684,2.5212,C1006,10
2023-09-02,C1006,Camp_6,Google,AG_24,7443,3415,1578.29,3795.03,US,Tablet,0.4588,0.4622,2.4045,C1006,10
2023-09-15,C1003,Camp_3,Facebook,AG_16,7306,10,1036.95,512.58,GB,Desktop,0.0014,103.695,0.4943,C1003,8
2023-09-29,C1020,Camp_5,Instagram,AG_25,5901,1868,883.2,2569.27,IN,Mobile,0.3166,0.4728,2.909,C1020,13
2023-03-22,C1028,Camp_13,Instagram,AG_27,19290,4867,299.17,2544.45,GB,Desktop,0.2523,0.0615,8.505,C1028,27
2023-01-30,C1013,Camp_13,Twitter,AG_11,17021,884,659.74,1846.4,IN,Tablet,0.0519,0.7463,2.7987,C1013,19
2023-09-18,C1020,Camp_5,LinkedIn,AG_30,6086,3564,870.87,4664.62,FR,Mobile,0.5856,0.2444,5.3563,C1020,13
2023-02-11,C1022,Camp_7,Twitter,AG_7,18325,1389,181.76,4137.53,US,Mobile,0.0758,0.1309,22.7637,C1022,26
2023-04-06,C1008,Camp_8,LinkedIn,AG_12,10747,3401,445.12,3486.05,US,Tablet,0.3165,0.1309,7.8317,C1008,2
2023-02-05,C1016,Camp_1,Instagram,AG_11,8816,4321,1198.46,3571.63,FR,Mobile,0.4901,0.2774,2.9802,C1016,21
2023-11-01,C1030,Camp_15,Facebook,AG_14,19434,824,1472.65,2308.58,GB,Tablet,0.0424,1.7872,1.5676,C1030,5
2023-02-04,C1019,Camp_4,Email,AG_2,12423,2265,1996.7,4604.97,DE,Tablet,0.1823,0.8815,2.3063,C1019,15
2023-12-12,C1005,Camp_5,Google,AG_19,4880,936,1866.56,3472.98,FR,Mobile,0.1918,1.9942,1.8606,C1005,4
2023-05-01,C1008,Camp_8,Instagram,AG_28,2468,2306,1286.92,3644.91,BR,Mobile,0.9344,0.5581,2.8323,C1008,2
2023-07-26,C1015,Camp_15,Instagram,AG_8,12139,3845,845.39,4308.45,BR,Tablet,0.3167,0.2199,5.0964,C1015,16
2023-03-03,C1021,Camp_6,Facebook,AG_24,6755,1796,1274.17,1370.36,BR,Desktop,0.2659,0.7094,1.0755,C1021,3
2023-10-19,C1009,Camp_9,Email,AG_5,8273,53,1572.37,4035.35,BR,Desktop,0.0064,29.6674,2.5664,C1009,6
2023-05-07,C1015,Camp_15,Instagram,AG_1,4595,726,241.08,976.2,IN,Mobile,0.158,0.3321,4.0493,C1015,16
2023-10-24,C1009,Camp_9,Instagram,AG_9,10993,2736,822.76,1726.71,GB,Mobile,0.2489,0.3007,2.0987,C1009,6
2023-11-01,C1022,Camp_7,Facebook,AG_18,13503,3170,1680.41,1678.05,BR,Desktop,0.2348,0.5301,0.9986,C1022,26
2023-01-21,C1001,Camp_1,Instagram,AG_30,13221,1913,770.75,4892.63,DE,Tablet,0.1447,0.4029,6.3479,C1001,25
2023-11-14,C1029,Camp_14,LinkedIn,AG_19,11066,1596,1145.89,4282.69,BR,Tablet,0.1442,0.718,3.7374,C1029,22
2023-02-11,C1026,Camp_11,LinkedIn,AG_19,953,890,1177.6,3505.85,US,Desktop,0.9339,1.3231,2.9771,C1026,11
2023-08-03,C1015,Camp_15,Email,AG_24,17058,2466,373.03,3635.28,IN,Mobile,0.1446,0.1513,9.7453,C1015,16
2023-12-03,C1029,Camp_14,LinkedIn,AG_14,17632,2737,727.66,2810.36,US,Mobile,0.1552,0.2659,3.8622,C1029,22
2023-10-26,C1010,Camp_10,LinkedIn,AG_10,10007,849,672.35,4735.45,IN,Mobile,0.0848,0.7919,7.0431,C1010,12
2023-10-17,C1022,Camp_7,Instagram,AG_5,4877,2109,57.26,2481.29,DE,Desktop,0.4324,0.0272,43.3337,C1022,26
2023-09-25,C1018,Camp_3,Google,AG_7,15438,2,53.26,1902.59,IN,Desktop,0.0001,26.63,35.7227,C1018,1
2023-06-11,C1006,Camp_6,LinkedIn,AG_11,2591,159,1664.24,815.18,DE,Desktop,0.0614,10.4669,0.4898,C1006,10
2023-05-14,C1003,Camp_3,Email,AG_8,15428,4069,549.78,3931.03,FR,Tablet,0.2637,0.1351,7.1502,C1003,8
2023-04-15,C1015,Camp_15,LinkedIn,AG_13,14699,4876,1038.57,3672.22,FR,Tablet,0.3317,0.213,3.5358,C1015,16
2023-12-09,C1012,Camp_12,Instagram,AG_19,19608,892,600.96,1921.78,IN,Tablet,0.0455,0.6737,3.1979,C1012,29
2023-06-10,C1019,Camp_4,Twitter,AG_27,3151,2030,1881.66,125.97,GB,Tablet,0.6442,0.9269,0.0669,C1019,15
2023-05-03,C1010,Camp_10,Instagram,AG_8,16079,3160,522.3,4194.99,BR,Desktop,0.1965,0.1653,8.0318,C1010,12
2023-05-16,C1021,Camp_6,Facebook,AG_16,16488,2376,862.17,57.09,BR,Desktop,0.1441,0.3629,0.0662,C1021,3
2023-07-22,C1014,Camp_14,Email,AG_18,976,579,1746.1,3518.5,BR,Tablet,0.5932,3.0157,2.0151,C1014,23
2023-03-09,C1023,Camp_8,LinkedIn,AG_21,4242,1933,1684.66,4851.29,BR,Mobile,0.4557,0.8715,2.8797,C1023,18
2023-12-10,C1009,Camp_9,Facebook,AG_22,15302,1380,376.27,2188.31,US,Desktop,0.0902,0.2727,5.8158,C1009,6
2023-11-27,C1015,Camp_15,LinkedIn,AG_11,7066,3681,1606.27,1174.87,IN,Desktop,0.5209,0.4364,0.7314,C1015,16
2023-06-03,C1028,Camp_13,Twitter,AG_9,7179,1290,919.08,3524.36,IN,Desktop,0.1797,0.7125,3.8347,C1028,27
2023-08-23,C1010,Camp_10,Google,AG_25,8087,1640,968.52,4085.64,BR,Mobile,0.2028,0.5906,4.2184,C1010,12
2023-06-11,C1007,Camp_7,Twitter,AG_27,6899,2682,271.29,2732.15,US,Mobile,0.3888,0.1012,10.071,C1007,30
2023-02-07,C1013,Camp_13,Instagram,AG_16,4565,987,165.8,4835.18,BR,Desktop,0.2162,0.168,29.1627,C1013,19
2023-01-05,C1028,Camp_13,Instagram,AG_24,17119,1218,1457.24,258.34,IN,Mobile,0.0711,1.1964,0.1773,C1028,27
2023-08-23,C1016,Camp_1,Facebook,AG_21,13517,1355,995.44,2523.98,US,Mobile,0.1002,0.7346,2.5355,C1016,21
2023-11-15,C1004,Camp_4,Facebook,AG_24,18177,4265,876.52,3592.27,DE,Mobile,0.2346,0.2055,4.0983,C1004,17
2023-10-16,C1008,Camp_8,Instagram,AG_16,8411,4616,1460.37,4313.2,GB,Tablet,0.5488,0.3164,2.9535,C1008,2
2023-02-21,C1013,Camp_13,Email,AG_15,17314,4135,1532.2,896.28,FR,Mobile,0.2388,0.3705,0.585,C1013,19
2023-02-07,C1019,Camp_4,Instagram,AG_6,14198,1560,322.02,4000.02,FR,Mobile,0.1099,0.2064,12.4217,C1019,15
2023-10-03,C1012,Camp_12,Instagram,AG_24,5277,1418,1222.4,2763.54,BR,Tablet,0.2687,0.8621,2.2607,C1012,29
2023-04-20,C1019,Camp_4,LinkedIn,AG_26,14362,954,275.03,1982.77,GB,Mobile,0.0664,0.2883,7.2093,C1019,15
2023-09-17,C1010,Camp_10,Twitter,AG_12,8408,983,1503.99,658.58,US,Tablet,0.1169,1.53,0.4379,C1010,12
2023-05-16,C1023,Camp_8,Email,AG_6,6049,974,1315.63,4326.48,GB,Tablet,0.161,1.3507,3.2885,C1023,18
2023-03-09,C1010,Camp_10,LinkedIn,AG_5,19322,4133,1913.45,786.37,US,Mobile,0.2139,0.463,0.411,C1010,12
2023-06-28,C1001,Camp_1,Google,AG_24,1250,327,142.57,1548.94,BR,Mobile,0.2616,0.436,10.8644,C1001,25
2023-02-05,C1027,Camp_12,Email,AG_18,2031,1274,118.82,1450.23,GB,Desktop,0.6273,0.0933,12.2053,C1027,7
2023-05-06,C1022,Camp_7,LinkedIn,AG_16,9304,3972,567.96,4357.07,BR,Tablet,0.4269,0.143,7.6714,C1022,26
2023-07-09,C1013,Camp_13,Instagram,AG_6,18148,913,527.1,3363.51,IN,Tablet,0.0503,0.5773,6.3812,C1013,19
2023-05-26,C1009,Camp_9,LinkedIn,AG_30,1181,453,497.72,3983.41,IN,Mobile,0.3836,1.0987,8.0033,C1009,6
2023-03-22,C1001,Camp_1,Facebook,AG_29,16996,36,1812.98,1252.34,GB,Desktop,0.0021,50.3606,0.6908,C1001,25
2023-08-13,C1019,Camp_4,Email,AG_18,13507,3387,502.84,3124.37,DE,Tablet,0.2508,0.1485,6.2134,C1019,15
2023-10-06,C1028,Camp_13,Instagram,AG_21,7905,1711,547.54,2858.73,GB,Desktop,0.2164,0.32,5.221,C1028,27
2023-12-27,C1022,Camp_7,Twitter,AG_2,5337,3020,1520.0,4164.15,FR,Tablet,0.5659,0.5033,2.7396,C1022,26
2023-06-04,C1025,Camp_10,LinkedIn,AG_17,17043,795,902.23,4530.44,IN,Tablet,0.0466,1.1349,5.0214,C1025,28
2023-11-10,C1024,Camp_9,Instagram,AG_2,12875,4036,1554.54,60.78,GB,Mobile,0.3135,0.3852,0.0391,C1024,14
2023-12-01,C1002,Camp_2,Email,AG_27,16344,4688,135.41,3370.1,BR,Tablet,0.2868,0.0289,24.8881,C1002,9
2023-09-28,C1030,Camp_15,Facebook,AG_28,13284,3111,977.7,259.18,FR,Mobile,0.2342,0.3143,0.2651,C1030,5
2023-01-05,C1020,Camp_5,Facebook,AG_3,3443,1324,72.06,2744.29,BR,Tablet,0.3845,0.0544,38.0834,C1020,13
2023-12-08,C1024,Camp_9,Email,AG_27,13600,317,129.99,1438.16,IN,Mobile,0.0233,0.4101,11.0636,C1024,14
2023-10-11,C1016,Camp_1,Email,AG_22,9762,2396,1813.34,1533.88,DE,Tablet,0.2454,0.7568,0.8459,C1016,21
2023-06-03,C1027,Camp_12,LinkedIn,AG_2,17064,2162,282.79,1764.79,DE,Mobile,0.1267,0.1308,6.2406,C1027,7
2023-12-06,C1029,Camp_14,Instagram,AG_25,15225,2745,1067.18,3106.46,FR,Mobile,0.1803,0.3888,2.9109,C1029,22
2023-02-23,C1029,Camp_14,Twitter,AG_1,8230,1591,825.14,1670.25,GB,Tablet,0.1933,0.5186,2.0242,C1029,22
